date,product_id,product_name,category,supplier,lead_time_days,reorder_point,promotion,price,sales_units,stock_available
2024-01-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,70
2024-01-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,26,44
2024-01-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,22,22
2024-01-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.04,11,11
2024-01-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,19,248
2024-01-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,18,486
2024-01-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,470
2024-01-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,454
2024-01-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,11,443
2024-01-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,24,419
2024-01-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,22,397
2024-01-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,382
2024-01-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,366
2024-01-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,349
2024-01-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,333
2024-01-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,317
2024-01-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,303
2024-01-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,10,293
2024-01-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,25,268
2024-01-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,10,258
2024-01-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,242
2024-02-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,19,223
2024-02-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,209
2024-02-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,11,198
2024-02-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,184
2024-02-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,171
2024-02-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,156
2024-02-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.04,21,135
2024-02-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,21,114
2024-02-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,94
2024-02-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,79
2024-02-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,66
2024-02-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,53
2024-02-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,19,34
2024-02-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,18,16
2024-02-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,12,260
2024-02-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,499
2024-02-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,486
2024-02-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,473
2024-02-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,459
2024-02-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,439
2024-02-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,11,428
2024-02-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,408
2024-02-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,388
2024-02-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,373
2024-02-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,359
2024-02-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,345
2024-02-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,332
2024-02-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,24,308
2024-02-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,9,299
2024-03-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,284
2024-03-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,264
2024-03-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,248
2024-03-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,228
2024-03-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,12,216
2024-03-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,21,195
2024-03-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,23,172
2024-03-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,155
2024-03-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,11,144
2024-03-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,128
2024-03-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,115
2024-03-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,100
2024-03-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,12,88
2024-03-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,71
2024-03-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,19,52
2024-03-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,18,34
2024-03-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,18,16
2024-03-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,13,259
2024-03-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,501
2024-03-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,485
2024-03-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,465
2024-03-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,448
2024-03-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,17,431
2024-03-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,10,421
2024-03-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,19,402
2024-03-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,24,378
2024-03-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,20,358
2024-03-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,14,344
2024-03-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,15,329
2024-03-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,10,319
2024-03-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.0,16,303
2024-04-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,284
2024-04-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.26,17,267
2024-04-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,15,252
2024-04-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,230
2024-04-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,213
2024-04-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,195
2024-04-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,176
2024-04-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,13,163
2024-04-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,16,147
2024-04-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.26,23,124
2024-04-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,16,108
2024-04-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,91
2024-04-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,14,77
2024-04-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,23,54
2024-04-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,36
2024-04-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,14,22
2024-04-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,3
2024-04-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,20,239
2024-04-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,477
2024-04-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,12,465
2024-04-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,23,442
2024-04-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,11,431
2024-04-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,414
2024-04-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,12,402
2024-04-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,15,387
2024-04-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,369
2024-04-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,11,358
2024-04-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.26,20,338
2024-04-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,21,317
2024-04-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,21,296
2024-05-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,278
2024-05-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,256
2024-05-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,237
2024-05-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,219
2024-05-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,202
2024-05-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,184
2024-05-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,15,169
2024-05-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,12,157
2024-05-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,140
2024-05-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,24,116
2024-05-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,98
2024-05-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,80
2024-05-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,23,57
2024-05-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,38
2024-05-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,20
2024-05-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,16,4
2024-05-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,13,247
2024-05-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,10,493
2024-05-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,476
2024-05-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,11,465
2024-05-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,11,454
2024-05-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,12,442
2024-05-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,425
2024-05-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,403
2024-05-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,13,390
2024-05-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,9,381
2024-05-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,362
2024-05-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,16,346
2024-05-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.26,26,320
2024-05-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,301
2024-05-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,282
2024-06-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,24,258
2024-06-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,13,245
2024-06-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,31,214
2024-06-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,192
2024-06-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,20,172
2024-06-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,153
2024-06-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,131
2024-06-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,18,113
2024-06-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,16,97
2024-06-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,80
2024-06-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,63
2024-06-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,44
2024-06-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,25
2024-06-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,8
2024-06-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,242
2024-06-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,23,475
2024-06-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,453
2024-06-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,27,426
2024-06-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,37,389
2024-06-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,12,377
2024-06-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,20,357
2024-06-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,19,338
2024-06-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,26,312
2024-06-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,27,285
2024-06-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,21,264
2024-06-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,25,239
2024-06-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,25,214
2024-06-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,17,197
2024-06-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,22,175
2024-06-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.24,15,160
2024-07-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,144
2024-07-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.48,25,119
2024-07-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,103
2024-07-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,14,89
2024-07-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,73
2024-07-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,51
2024-07-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,33
2024-07-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,13
2024-07-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,27,242
2024-07-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,27,471
2024-07-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,23,448
2024-07-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.48,28,420
2024-07-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,13,407
2024-07-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,21,386
2024-07-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,366
2024-07-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,21,345
2024-07-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,323
2024-07-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,21,302
2024-07-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,280
2024-07-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,19,261
2024-07-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,30,231
2024-07-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,211
2024-07-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,26,185
2024-07-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,34,151
2024-07-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,25,126
2024-07-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,30,96
2024-07-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,24,72
2024-07-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,24,48
2024-07-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,23,25
2024-07-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,25,0
2024-07-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,24,232
2024-08-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,21,467
2024-08-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,14,453
2024-08-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,17,436
2024-08-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,418
2024-08-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,402
2024-08-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,380
2024-08-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,364
2024-08-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,348
2024-08-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,332
2024-08-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,17,315
2024-08-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,293
2024-08-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.48,23,270
2024-08-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,14,256
2024-08-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,236
2024-08-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,22,214
2024-08-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,194
2024-08-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,17,177
2024-08-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,166
2024-08-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,146
2024-08-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,126
2024-08-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.48,26,100
2024-08-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,84
2024-08-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,19,65
2024-08-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,10,55
2024-08-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,44
2024-08-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,19,25
2024-08-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,14
2024-08-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,23,247
2024-08-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,485
2024-08-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,14,471
2024-08-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,15,456
2024-09-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,438
2024-09-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.48,20,418
2024-09-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,20,398
2024-09-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,382
2024-09-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,12,370
2024-09-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,15,355
2024-09-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,344
2024-09-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,326
2024-09-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,26,300
2024-09-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,25,275
2024-09-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,264
2024-09-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,246
2024-09-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,17,229
2024-09-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,218
2024-09-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,10,208
2024-09-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,11,197
2024-09-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,19,178
2024-09-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,162
2024-09-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,9,153
2024-09-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,9,144
2024-09-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,26,118
2024-09-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,21,97
2024-09-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,19,78
2024-09-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,17,61
2024-09-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,13,48
2024-09-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,32
2024-09-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,13,19
2024-09-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,18,257
2024-09-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,497
2024-09-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.48,16,481
2024-10-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,24,457
2024-10-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,17,440
2024-10-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,10,430
2024-10-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,17,413
2024-10-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,18,395
2024-10-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,14,381
2024-10-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,18,363
2024-10-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,14,349
2024-10-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,21,328
2024-10-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,21,307
2024-10-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,16,291
2024-10-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,19,272
2024-10-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,17,255
2024-10-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,21,234
2024-10-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,13,221
2024-10-16,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,16,205
2024-10-17,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,16,189
2024-10-18,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,14,175
2024-10-19,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,21,154
2024-10-20,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,20,134
2024-10-21,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,26,108
2024-10-22,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,17,91
2024-10-23,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,16,75
2024-10-24,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,10,65
2024-10-25,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,21,44
2024-10-26,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,20,24
2024-10-27,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,13,11
2024-10-28,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,19,248
2024-10-29,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,23,481
2024-10-30,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,15,466
2024-10-31,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,22,444
2024-11-01,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,12,432
2024-11-02,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,11,421
2024-11-03,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,22,399
2024-11-04,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,12,387
2024-11-05,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,18,369
2024-11-06,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,15,354
2024-11-07,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,12,342
2024-11-08,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,14,328
2024-11-09,MED003,Amoxicilina,Antibiotico,ProvB,2,35,1,11.7,22,306
2024-11-10,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,18,288
2024-11-11,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,14,274
2024-11-12,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,17,257
2024-11-13,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,7,250
2024-11-14,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,10,240
2024-11-15,MED003,Amoxicilina,Antibiotico,ProvB,2,35,0,12.72,22,218
